SP	FB	KP	KI	KD	PWM
0,000000	0,000000	0,000000	0,000000	0,000000	1310,000000
0,000000	260,920000	3,370000	19,140000	0,000000	1069,740000
0,000000	248,620000	3,360000	19,250000	0,000000	1163,820000
0,000000	232,860000	3,360000	19,250000	0,000000	1279,530000
0,000000	260,920000	3,370000	19,140000	0,000000	1069,740000
0,000000	248,620000	3,360000	19,250000	0,000000	1163,820000
0,000000	232,860000	3,360000	19,250000	0,000000	1279,530000
0,000000	232,860000	3,360000	19,250000	0,000000	1279,530000
0,000000	232,860000	3,360000	19,250000	0,000000	1279,530000
0,000000	232,860000	3,360000	19,250000	0,000000	1279,530000
0,000000	232,860000	3,360000	19,250000	0,000000	1279,530000
0,000000	232,860000	3,360000	19,250000	0,000000	1279,530000
0,000000	232,860000	3,360000	19,250000	0,000000	1279,530000
0,000000	232,860000	3,360000	19,250000	0,000000	1279,530000
0,000000	199,320000	3,350000	19,140000	0,000000	1188,000000
0,000000	199,320000	3,350000	19,140000	0,000000	1188,000000
0,000000	201,660000	3,360000	19,250000	0,000000	1283,150000
0,000000	202,020000	3,360000	19,250000	0,000000	900,000000
0,000000	200,000000	3,360000	19,250000	0,000000	900,000000
0,000000	194,800000	3,360000	19,250000	0,000000	900,000000
0,000000	178,980000	3,360000	19,250000	0,000000	900,000000
0,000000	164,260000	3,360000	19,250000	0,000000	900,000000
0,000000	149,280000	3,360000	19,250000	0,000000	900,000000
0,000000	137,180000	3,360000	19,250000	0,000000	900,000000
0,000000	126,520000	3,360000	19,250000	0,000000	900,000000
0,000000	117,240000	3,360000	19,250000	0,000000	900,000000
0,000000	109,280000	3,360000	19,250000	0,000000	900,000000
0,000000	102,360000	3,360000	19,250000	0,000000	900,000000
0,000000	96,240000	3,360000	19,250000	0,000000	900,000000
0,000000	91,060000	3,360000	19,250000	0,000000	900,000000
0,000000	86,360000	3,360000	19,250000	0,000000	900,000000
0,000000	82,040000	3,360000	19,250000	0,000000	900,000000
0,000000	78,400000	3,360000	19,250000	0,000000	900,000000
0,000000	74,860000	3,360000	19,250000	0,000000	900,000000
0,000000	71,240000	3,360000	19,250000	0,000000	900,000000
